type,brand,series,capacity,memory,model,rpm,warranty,price,original_info
3.5吋 SATA3 企業碟,WD,藍標,1,128,WD10SPZX,5400,3,1750,"WD 1TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD10SPZX), $1750 ◆ ★"
3.5吋 SATA3 企業碟,WD,藍標,2,128,WD20SPZX,5400,3,2990,"WD 2TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD20SPZX), $2990 ◆ ★"
3.5吋 SATA3 企業碟,WD,黑標,1,64,WD10SPSX,7200,5,2090,"WD 1TB【黑標】(2.5吋/7200轉/64M/7mm/五年保)(WD10SPSX), $2100↘$2090 ◆ ★"
2.5吋 SATA3 筆記型,Toshiba,None,1,128,MQ04ABF100,5400,2,1900,"Toshiba 1TB (2.5吋/5400轉/128M/7mm/二年保)(MQ04ABF100), $1900 ◆ ★"
2.5吋 SATA3 筆記型,Toshiba,None,2,128,MQ04ABD200,5400,2,2450,"Toshiba 2TB (2.5吋/5400轉/128M/9.5mm/二年保)(MQ04ABD200), $2450 ◆ ★"
2.5吋 SATA3 筆記型,Seagate,新梭魚,1,128,ST1000LM048,5400,2,1650,"Seagate 1TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST1000LM048), $1650 ◆ ★"
2.5吋 SATA3 筆記型,Seagate,新梭魚,2,128,ST2000LM015,5400,2,3090,"Seagate 2TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST2000LM015), $3090 ◆ ★"
2.5吋 SATA3 筆記型,Seagate,新梭魚 Pro,1,128,ST1000LM049,7200,5,2100,"Seagate 1TB【新梭魚 Pro】(2.5吋/7200轉/128M/7mm/五年保)(ST1000LM049), $2100 ◆ ★"
2.5吋 SATA3 筆記型,WD,藍標,1,128,WD10SPZX,5400,3,1750,"WD 1TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD10SPZX), $1750 ◆ ★"
2.5吋 SATA3 筆記型,WD,藍標,2,128,WD20SPZX,5400,3,2990,"WD 2TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD20SPZX), $2990 ◆ ★"
2.5吋 SATA3 筆記型,WD,黑標,1,64,WD10SPSX,7200,5,2090,"WD 1TB【黑標】(2.5吋/7200轉/64M/7mm/五年保)(WD10SPSX), $2100↘$2090 ◆ ★"
